Sex,Species,Start,Finish,Transfer
Male,Vulcan,Operations,Operations,yes
Male,Human,Marines,Operations,no
Female,Human,Operations,Resigned,no
Female,Human,Personnel,Resigned,no
Male,Human,Marines,Operations,no
Female,Human,Medical,Intelligence,no
Female,Vulcan,Engineering,Engineering,no
Male,Bajoran,Medical,Medical,yes
Male,Human,Engineering,Resigned,no
Male,Bajoran,Engineering,Operations,no
Male,Human,Operations,Resigned,no
Male,Human,Security,Security,no
Female,Vulcan,Security,Security,yes
Male,Human,Engineering,Engineering,yes
Female,Vulcan,Security,Resigned,yes
Male,Bajoran,Engineering,Engineering,no
Male,Human,Engineering,Resigned,no
Male,Vulcan,Tactical,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Operations,Operations,no
Male,Bajoran,Intelligence,Intelligence,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Resigned,no
Male,Bajoran,Intelligence,Medical,no
Male,Human,Tactical,Tactical,no
Male,Human,Intelligence,Resigned,yes
Male,Human,Engineering,Engineering,no
Male,Human,Security,Resigned,no
Male,Vulcan,Medical,Resigned,no
Male,Bajoran,Security,Resigned,yes
Female,Human,Operations,Resigned,no
Female,Human,Engineering,Medical,no
Male,Human,Engineering,Intelligence,no
Male,Human,Tactical,Intelligence,no
Male,Human,Tactical,Tactical,yes
Female,Human,Personnel,Operations,no
Male,Human,Marines,Resigned,no
Female,Vulcan,Security,Security,yes
Female,Human,Marines,Operations,no
Male,Human,Tactical,Tactical,yes
Male,Human,Tactical,Resigned,no
Female,Human,Security,Resigned,yes
Male,Human,Marines,Resigned,no
Male,Bajoran,Engineering,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Resigned,no
Male,Human,Marines,Tactical,no
Male,Bajoran,Engineering,Engineering,no
Male,Human,Intelligence,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Vulcan,Operations,Security,no
Female,Human,Personnel,Operations,no
Female,Human,Personnel,Intelligence,no
Male,Bajoran,Engineering,Engineering,no
Male,Human,Tactical,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Medical,no
Male,Human,Security,Security,yes
Female,Human,Intelligence,Operations,no
Female,Human,Tactical,Tactical,no
Male,Human,Tactical,Intelligence,no
Male,Human,Marines,Operations,no
Male,Human,Operations,Operations,yes
Male,Betazoid,Marines,Resigned,no
Male,Human,Marines,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Resigned,yes
Female,Human,Marines,Operations,no
Female,Human,Operations,Resigned,no
Female,Human,Operations,Operations,yes
Male,Human,Medical,Medical,no
Female,Human,Medical,Intelligence,yes
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Intelligence,no
Male,Bajoran,Engineering,Resigned,no
Female,Human,Operations,Operations,no
Female,Human,Intelligence,Operations,yes
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Resigned,no
Male,Human,Operations,Resigned,yes
Male,Human,Tactical,Resigned,no
Male,Bajoran,Tactical,Tactical,no
Male,Human,Operations,Resigned,no
Female,Human,Medical,Resigned,no
Male,Human,Marines,Tactical,no
Male,Human,Marines,Resigned,no
Female,Bajoran,Marines,Medical,no
Male,Bajoran,Medical,Medical,no
Male,Human,Operations,Operations,no
Male,Human,Operations,Operations,yes
Female,Human,Operations,Personnel,no
Male,Human,Operations,Operations,yes
Male,Human,Engineering,Engineering,yes
Male,Human,Tactical,Resigned,no
Female,Human,Tactical,Operations,no
Male,Human,Engineering,Engineering,no
Female,Vulcan,Security,Security,yes
Male,Human,Marines,Tactical,no
Male,Bajoran,Tactical,Tactical,no
Male,Human,Operations,Operations,no
Male,Human,Tactical,Engineering,yes
Male,Human,Operations,Operations,no
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Engineering,yes
Male,Human,Marines,Operations,no
Female,Bajoran,Intelligence,Intelligence,no
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Engineering,no
Male,Human,Personnel,Resigned,no
Male,Human,Medical,Medical,no
Female,Human,Security,Resigned,no
Female,Human,Intelligence,Operations,no
Male,Human,Marines,Resigned,no
Male,Human,Intelligence,Tactical,no
Male,Human,Marines,Marines,no
Male,Human,Intelligence,Intelligence,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Resigned,no
Male,Human,Operations,Operations,no
Male,Human,Engineering,Marines,no
Male,Human,Medical,Medical,yes
Male,Human,Tactical,Tactical,yes
Male,Human,Engineering,Resigned,no
Female,Vulcan,Engineering,Resigned,no
Male,Human,Engineering,Resigned,no
Female,Human,Medical,Medical,no
Male,Human,Engineering,Engineering,yes
Male,Human,Operations,Operations,yes
Male,Human,Operations,Intelligence,no
Male,Human,Tactical,Tactical,no
Female,Human,Security,Security,yes
Male,Human,Engineering,Engineering,yes
Female,Human,Operations,Operations,no
Male,Human,Engineering,Tactical,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Tactical,yes
Female,Human,Medical,Medical,no
Male,Human,Engineering,Operations,no
Female,Human,Operations,Operations,no
Male,Vulcan,Marines,Operations,no
Male,Human,Engineering,Personnel,no
Female,Human,Medical,Medical,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Intelligence,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Vulcan,Engineering,Engineering,yes
Female,Vulcan,Engineering,Engineering,no
Female,Human,Medical,Medical,no
Male,Human,Engineering,Engineering,yes
Male,Human,Tactical,Resigned,no
Male,Vulcan,Marines,Operations,no
Male,Human,Marines,Resigned,no
Male,Human,Medical,Engineering,no
Male,Human,Medical,Resigned,no
Male,Human,Tactical,Engineering,yes
Female,Human,Personnel,Operations,no
Male,Vulcan,Engineering,Engineering,yes
Male,Human,Engineering,Engineering,yes
Male,Human,Medical,Operations,no
Male,Vulcan,Engineering,Engineering,yes
Male,Human,Security,Security,no
Male,Human,Tactical,Resigned,no
Male,Human,Marines,Operations,no
Male,Human,Tactical,Tactical,yes
Male,Human,Marines,Operations,no
Male,Human,Marines,Resigned,no
Female,Human,Medical,Medical,no
Male,Vulcan,Operations,Operations,no
Male,Human,Engineering,Security,no
Female,Human,Marines,Tactical,no
Male,Human,Marines,Resigned,no
Male,Bajoran,Medical,Medical,no
Female,Human,Medical,Operations,no
Male,Vulcan,Security,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Intelligence,Resigned,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Engineering,yes
Male,Human,Engineering,Intelligence,no
Male,Human,Marines,Engineering,no
Male,Human,Marines,Resigned,no
Male,Human,Medical,Marines,no
Male,Vulcan,Engineering,Resigned,yes
Female,Human,Engineering,Engineering,no
Female,Human,Medical,Marines,no
Male,Human,Medical,Medical,yes
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Intelligence,no
Male,Human,Medical,Medical,yes
Female,Vulcan,Marines,Operations,no
Male,Human,Medical,Medical,no
Male,Human,Engineering,Resigned,no
Female,Human,Operations,Intelligence,no
Male,Human,Marines,Resigned,no
Male,Human,Engineering,Engineering,yes
Male,Human,Engineering,Engineering,no
Male,Human,Operations,Operations,no
Male,Human,Tactical,Operations,yes
Female,Vulcan,Marines,Operations,no
Female,Human,Marines,Resigned,no
Male,Human,Marines,Tactical,no
Male,Human,Marines,Security,no
Female,Human,Operations,Operations,yes
Male,Human,Tactical,Tactical,yes
Male,Human,Intelligence,Security,no
Male,Human,Marines,Tactical,no
Male,Human,Tactical,Personnel,no
Male,Human,Tactical,Tactical,yes
Female,Human,Operations,Resigned,yes
Male,Human,Marines,Operations,no
Male,Human,Tactical,Tactical,yes
Male,Human,Engineering,Engineering,yes
Male,Human,Security,Security,yes
Female,Human,Tactical,Resigned,no
Male,Human,Operations,Resigned,no
Male,Human,Operations,Resigned,yes
Male,Human,Engineering,Tactical,no
Male,Human,Engineering,Resigned,no
Female,Human,Operations,Operations,no
Male,Bajoran,Intelligence,Personnel,no
Male,Human,Security,Intelligence,no
Female,Human,Engineering,Engineering,yes
Male,Human,Marines,Resigned,no
Male,Human,Operations,Tactical,yes
Male,Human,Operations,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Operations,no
Male,Human,Operations,Resigned,no
Male,Human,Security,Security,yes
Male,Human,Tactical,Operations,no
Male,Betazoid,Operations,Operations,no
Male,Human,Operations,Intelligence,yes
Male,Betazoid,Operations,Operations,no
Male,Vulcan,Medical,Medical,yes
Male,Bajoran,Engineering,Engineering,no
Male,Bajoran,Engineering,Engineering,yes
Male,Bajoran,Intelligence,Resigned,yes
Female,Human,Operations,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Security,Security,yes
Male,Human,Security,Security,no
Male,Human,Security,Resigned,no
Male,Human,Engineering,Engineering,no
Female,Human,Medical,Intelligence,no
Male,Human,Engineering,Engineering,no
Female,Bajoran,Engineering,Engineering,no
Male,Human,Tactical,Tactical,no
Male,Bajoran,Marines,Resigned,no
Male,Human,Engineering,Engineering,yes
Female,Human,Operations,Intelligence,no
Male,Human,Medical,Security,no
Male,Bajoran,Marines,Tactical,no
Female,Human,Security,Intelligence,no
Female,Human,Medical,Resigned,no
Female,Human,Medical,Medical,no
Male,Human,Engineering,Operations,no
Male,Human,Tactical,Medical,no
Male,Human,Medical,Resigned,no
Male,Human,Marines,Resigned,no
Female,Human,Intelligence,Operations,no
Male,Human,Intelligence,Marines,no
Male,Human,Medical,Engineering,no
Female,Bajoran,Engineering,Engineering,yes
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Intelligence,no
Female,Vulcan,Engineering,Engineering,no
Male,Human,Marines,Tactical,no
Male,Bajoran,Engineering,Intelligence,no
Female,Human,Engineering,Medical,no
Male,Human,Medical,Medical,no
Male,Human,Tactical,Intelligence,no
Female,Human,Operations,Tactical,yes
Male,Human,Tactical,Tactical,no
Female,Human,Tactical,Resigned,no
Male,Human,Tactical,Security,no
Female,Human,Tactical,Tactical,no
Male,Vulcan,Engineering,Resigned,no
Male,Human,Medical,Medical,yes
Male,Human,Marines,Operations,no
Male,Bajoran,Tactical,Tactical,no
Female,Vulcan,Engineering,Engineering,no
Female,Human,Marines,Tactical,no
Male,Human,Security,Security,no
Female,Human,Medical,Medical,no
Male,Human,Operations,Operations,no
Male,Human,Marines,Resigned,no
Male,Vulcan,Engineering,Engineering,yes
Male,Vulcan,Tactical,Resigned,no
Male,Human,Marines,Operations,no
Female,Human,Marines,Resigned,no
Male,Human,Engineering,Intelligence,no
Male,Human,Marines,Intelligence,no
Female,Human,Engineering,Engineering,no
Female,Betazoid,Marines,Engineering,no
Male,Human,Security,Tactical,yes
Male,Vulcan,Engineering,Engineering,no
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Tactical,no
Female,Human,Operations,Intelligence,no
Male,Human,Engineering,Engineering,no
Female,Bajoran,Marines,Operations,no
Male,Human,Operations,Operations,yes
Female,Human,Marines,Operations,no
Male,Human,Personnel,Operations,yes
Male,Vulcan,Engineering,Engineering,no
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Engineering,no
Female,Human,Operations,Intelligence,yes
Female,Bajoran,Medical,Intelligence,no
Male,Human,Security,Resigned,yes
Male,Vulcan,Engineering,Resigned,yes
Male,Human,Security,Security,no
Male,Human,Security,Security,no
Male,Human,Security,Resigned,yes
Male,Vulcan,Operations,Operations,yes
Female,Human,Marines,Security,no
Male,Human,Marines,Tactical,no
Male,Human,Tactical,Tactical,yes
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Operations,no
Male,Bajoran,Personnel,Tactical,no
Female,Human,Medical,Tactical,no
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Engineering,no
Female,Human,Engineering,Resigned,no
Male,Human,Medical,Medical,no
Male,Human,Medical,Medical,no
Male,Human,Marines,Tactical,no
Male,Human,Tactical,Personnel,no
Male,Human,Engineering,Tactical,no
Male,Human,Engineering,Engineering,no
Male,Bajoran,Intelligence,Operations,no
Male,Human,Operations,Operations,no
Male,Human,Tactical,Resigned,no
Female,Human,Marines,Operations,no
Male,Human,Security,Tactical,no
Male,Human,Engineering,Engineering,no
Male,Human,Operations,Intelligence,no
Male,Human,Medical,Resigned,yes
Male,Human,Personnel,Intelligence,no
Female,Human,Intelligence,Intelligence,no
Male,Bajoran,Operations,Operations,yes
Male,Human,Engineering,Personnel,no
Male,Human,Marines,Operations,no
Female,Human,Medical,Intelligence,yes
Male,Vulcan,Operations,Resigned,no
Male,Vulcan,Personnel,Intelligence,no
Male,Human,Security,Security,yes
Male,Human,Engineering,Engineering,no
Male,Human,Security,Resigned,no
Male,Bajoran,Intelligence,Medical,yes
Male,Human,Tactical,Operations,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Resigned,no
Female,Human,Medical,Medical,yes
Male,Bajoran,Engineering,Engineering,no
Male,Human,Marines,Tactical,no
Male,Vulcan,Engineering,Resigned,no
Male,Human,Marines,Marines,no
Male,Human,Tactical,Resigned,no
Male,Human,Marines,Engineering,no
Male,Human,Marines,Resigned,no
Male,Human,Security,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Marines,Resigned,no
Male,Betazoid,Marines,Resigned,no
Male,Human,Engineering,Resigned,no
Female,Human,Tactical,Tactical,yes
Male,Human,Tactical,Resigned,no
Male,Human,Tactical,Operations,no
Female,Vulcan,Tactical,Tactical,yes
Male,Human,Intelligence,Resigned,no
Male,Vulcan,Tactical,Tactical,yes
Male,Human,Tactical,Resigned,no
Male,Vulcan,Medical,Resigned,no
Female,Human,Medical,Personnel,no
Male,Human,Engineering,Engineering,no
Male,Human,Tactical,Operations,no
Male,Human,Engineering,Resigned,no
Male,Human,Engineering,Operations,no
Male,Human,Personnel,Operations,no
Male,Human,Security,Resigned,yes
Male,Human,Intelligence,Resigned,no
Male,Human,Medical,Security,no
Male,Human,Tactical,Tactical,no
Male,Human,Intelligence,Operations,no
Female,Vulcan,Operations,Operations,yes
Male,Bajoran,Intelligence,Resigned,no
Male,Bajoran,Engineering,Resigned,no
Male,Bajoran,Marines,Engineering,yes
Male,Human,Tactical,Resigned,no
Male,Human,Medical,Medical,no
Female,Human,Operations,Resigned,no
Male,Human,Medical,Engineering,no
Male,Human,Operations,Operations,no
Female,Bajoran,Medical,Operations,no
Male,Human,Operations,Operations,no
Male,Human,Tactical,Operations,no
Male,Human,Security,Resigned,no
Male,Human,Tactical,Resigned,no
Female,Bajoran,Intelligence,Engineering,no
Male,Human,Security,Security,yes
Male,Human,Security,Resigned,no
Male,Human,Engineering,Tactical,no
Male,Vulcan,Medical,Medical,yes
Male,Bajoran,Engineering,Engineering,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Engineering,no
Female,Bajoran,Operations,Operations,no
Female,Human,Medical,Intelligence,no
Male,Human,Engineering,Resigned,no
Female,Human,Tactical,Marines,no
Female,Human,Operations,Tactical,no
Male,Human,Intelligence,Resigned,no
Male,Human,Tactical,Resigned,no
Male,Human,Operations,Operations,no
Male,Human,Security,Security,yes
Male,Human,Engineering,Operations,no
Female,Human,Tactical,Tactical,no
Female,Human,Marines,Tactical,no
Male,Human,Engineering,Resigned,no
Male,Human,Tactical,Tactical,yes
Male,Human,Engineering,Intelligence,yes
Female,Human,Medical,Resigned,yes
Male,Human,Intelligence,Operations,no
Male,Human,Engineering,Marines,no
Male,Human,Tactical,Security,no
Male,Human,Intelligence,Intelligence,no
Male,Betazoid,Engineering,Marines,no
Male,Human,Tactical,Resigned,no
Male,Human,Engineering,Intelligence,no
Male,Human,Operations,Operations,no
Female,Betazoid,Operations,Resigned,no
Male,Human,Operations,Intelligence,no
Male,Human,Tactical,Tactical,yes
Male,Human,Tactical,Engineering,yes
Male,Vulcan,Medical,Personnel,no
Male,Human,Engineering,Engineering,yes
Female,Human,Intelligence,Operations,yes
Female,Bajoran,Operations,Operations,no
Male,Human,Marines,Resigned,no
Female,Human,Medical,Medical,yes
Male,Bajoran,Personnel,Engineering,no
Female,Human,Operations,Operations,no
Male,Vulcan,Tactical,Marines,no
Female,Human,Tactical,Marines,no
Female,Human,Medical,Marines,no
Male,Bajoran,Engineering,Engineering,no
Male,Human,Intelligence,Engineering,yes
Male,Bajoran,Operations,Security,no
Male,Human,Operations,Resigned,no
Male,Human,Engineering,Intelligence,no
Male,Human,Intelligence,Tactical,yes
Male,Human,Operations,Operations,no
Male,Human,Tactical,Tactical,no
Male,Human,Tactical,Tactical,no
Female,Human,Personnel,Resigned,no
Male,Human,Operations,Resigned,no
Female,Human,Marines,Tactical,no
Male,Human,Tactical,Intelligence,no
Male,Vulcan,Marines,Engineering,no
Male,Human,Security,Intelligence,no
Male,Human,Operations,Operations,no
Male,Human,Marines,Resigned,no
Male,Human,Medical,Resigned,no
Female,Human,Marines,Resigned,yes
Male,Vulcan,Marines,Tactical,no
Male,Human,Operations,Operations,yes
Male,Human,Marines,Tactical,no
Female,Vulcan,Operations,Operations,no
Male,Bajoran,Engineering,Resigned,no
Male,Human,Tactical,Tactical,no
Male,Human,Engineering,Engineering,no
Male,Human,Security,Resigned,no
Male,Human,Engineering,Engineering,no
Male,Human,Marines,Resigned,no
Male,Human,Medical,Resigned,yes
Male,Human,Marines,Intelligence,no
Female,Human,Medical,Medical,no
Female,Human,Marines,Operations,no
Male,Human,Tactical,Engineering,no
Male,Human,Engineering,Operations,no
Male,Human,Engineering,Engineering,no
Male,Human,Engineering,Resigned,no
Male,Human,Security,Security,no
Female,Human,Operations,Operations,no
Female,Vulcan,Engineering,Engineering,no
Female,Human,Tactical,Operations,yes
Male,Human,Engineering,Security,no
Male,Human,Operations,Operations,no
Male,Human,Marines,Tactical,no
Female,Human,Operations,Operations,no
Male,Human,Security,Intelligence,no
Female,Human,Medical,Medical,no
Female,Human,Operations,Intelligence,no
Male,Human,Medical,Medical,yes
Male,Human,Marines,Resigned,no
Male,Human,Medical,Security,no
Male,Human,Medical,Medical,no
Male,Human,Intelligence,Resigned,no
Female,Human,Intelligence,Operations,yes
